MEP,Part_Anon,Stimulus,Timepoint,MEP_P2P,MEP_AUC,SBase_P2P,SBase_AUC,Target_Error,Angular_Error,Twist_Error,Allow_1st_Trial,Allow_Loc_Error,Allow_MEP,ALLOW,Study_Group,Filter_insuff_data,Filter_sig_dif_base,FILTER
218,1,3,500,1.73828125,38.98490906,1.193389893,13.95637512,1.029,4.086,8.803,1,1,0,0,100,0,1,0
219,1,4,200,1.321105957,24.48501587,0.896606445,12.13218689,1.374,4.831,8.48,1,1,0,0,100,0,1,0
220,1,1,500,1.606445313,39.47257996,1.10168457,12.89291382,1.274,5.214,8.563,1,1,0,0,100,0,1,0
221,1,3,500,1.552734375,35.19523621,1.101379395,11.95068359,0.579,6.111,9.344,1,1,0,0,100,0,1,0
222,1,4,200,1.937255859,39.80224609,1.346130371,16.11724854,1.38,5.884,9.146,1,1,0,0,100,0,1,0
223,1,1,500,2.388305664,43.86672974,1.451416016,20.60798645,0.331,6.31,8.895,1,1,0,0,100,0,1,0
224,1,3,200,1.826934814,42.56759644,1.298370361,15.2444458,0.244,6.596,8.479,1,1,0,0,100,0,1,0
225,1,4,200,1.030273438,24.26811218,0.510406494,8.073654175,1.432,1.872,3.988,1,1,1,1,100,0,1,0
226,1,1,500,0.653076172,16.040802,0.320281982,2.186279297,0.511,2.212,4.386,1,1,1,1,100,0,1,0
227,1,3,200,0.716400146,14.72610474,0.40435791,4.437561035,0.902,2.863,5.007,1,1,1,1,100,0,1,0
228,1,4,500,0.779571533,14.66163635,0.503997803,4.032974243,1.348,2.368,5.421,1,1,1,1,100,0,1,0
229,1,1,500,0.674285889,10.75531006,0.44708252,4.781799316,1.17,3.027,1.781,1,1,1,1,100,0,1,0
230,1,3,200,0.737609863,13.37913513,0.457458496,3.574981689,0.721,3.575,2.296,1,1,1,1,100,0,1,0
231,1,4,500,0.833587646,14.81399536,0.422973633,5.569381714,1.514,2.503,2.621,1,1,1,1,100,0,1,0
232,1,1,200,0.818328857,12.90313721,0.43762207,2.833328247,0.726,2.674,2.964,1,1,1,1,100,0,1,0
233,1,3,200,0.620727539,14.59083557,0.41885376,3.176116943,0.334,3.092,3.697,1,1,1,1,100,0,1,0
234,1,4,500,0.957489014,15.06446838,0.565795898,4.038009644,0.514,3.847,4.102,1,1,0,0,100,0,1,0
235,1,1,200,0.748901367,19.83001709,0.917358398,11.77764893,0.598,4.45,4.25,1,1,1,1,100,0,1,0
236,1,3,500,0.748443604,13.97674561,0.511627197,5.478134155,0.053,4.927,4.418,1,1,0,0,100,0,1,0
237,1,4,500,0.735473633,12.95768738,0.453186035,4.519119263,0.032,3.551,5.319,1,1,0,0,100,0,1,0
238,1,1,200,0.931549072,14.55787659,0.442657471,5.014038086,1.508,3.719,5.624,1,1,0,0,100,0,1,0
239,1,3,500,0.689697266,13.3014679,0.403137207,3.390426636,0.614,3.669,6.428,1,1,0,0,100,0,1,0
240,1,4,200,0.884857178,18.0329895,0.462188721,5.323562622,0.995,4.473,6.615,1,1,1,1,100,0,1,0
1,2,1,500,0.612945557,14.36157227,0.31036377,4.439926147,0.388,0.522,-1.965,0,1,1,0,100,1,1,1
2,2,4,500,0.63079834,14.63508606,0.335693359,4.591674805,0.141,0.075,-1.67,1,1,1,1,100,1,1,1
3,2,4,500,0.262908936,6.654586792,0.298156738,3.937911987,0.134,0.248,-1.495,1,1,1,1,100,1,1,1
4,2,3,500,0.459594727,9.42237854,0.268859863,3.619537354,0.103,0.262,-1.411,1,1,1,1,100,1,1,1
5,2,4,500,0.258483887,6.4478302,0.109405518,1.609268188,0.149,0.258,-1.403,1,1,1,1,100,1,1,1
6,2,3,500,0.413208008,9.965209961,0.15045166,1.398544312,0.249,0.096,-1.3,1,1,1,1,100,1,1,1
7,2,1,500,0.651397705,15.01152039,0.503540039,5.836639404,0.184,0.103,-1.319,1,1,1,1,100,1,1,1
8,2,1,200,0.390625,9.551925659,0.172424316,2.230682373,0.166,0.154,-1.212,1,1,1,1,100,1,1,1
9,2,3,500,0.34072876,7.584838867,0.142211914,2.353515625,0.137,0.088,-1.345,1,1,1,1,100,1,1,1
10,2,3,200,0.460968018,11.2651825,0.342712402,4.186019897,0.095,0.129,-1.317,1,1,1,1,100,1,1,1
11,2,4,200,0.274658203,6.546401978,0.114746094,1.622924805,1.121,0.219,-2.376,1,1,1,1,100,1,1,1
12,2,3,500,0.352630615,6.905899048,0.157775879,2.014465332,0.491,0.342,-2.413,1,1,1,1,100,1,1,1
13,2,4,200,0.12588501,3.974380493,0.08895874,0.918655396,0.569,0.603,-2.845,1,1,1,1,100,1,1,1
14,2,3,200,0.070648193,2.999191284,0.046691895,1.112289429,0.924,0.675,-2.57,1,1,1,1,100,1,1,1
15,2,4,500,0.229187012,6.562805176,0.116577148,1.730728149,1.029,0.973,-3.735,1,1,1,1,100,1,1,1
16,2,3,200,0.541992188,12.91213989,0.283203125,3.799514771,0.183,1.011,-3.411,1,1,1,1,100,1,1,1
17,2,4,200,0.145874023,4.218902588,0.065002441,1.258010864,0.928,1.081,-3.999,1,1,1,1,100,1,1,1
18,2,1,200,0.077972412,2.821731567,0.148773193,1.976928711,1.315,0.793,-2.761,1,1,1,1,100,1,1,1
19,2,1,200,0.311126709,6.124649048,0.113830566,1.54586792,0.385,1.516,-2.523,1,1,1,1,100,1,1,1
20,2,1,500,0.531005859,12.90206909,0.920715332,11.13822937,0.489,0.471,-3.102,1,1,1,1,100,1,1,1
21,2,4,500,0.412139893,11.18934631,0.111541748,1.643295288,0.582,0.258,-4.184,1,1,1,1,100,1,1,1
22,2,3,500,0.172271729,4.213180542,0.056915283,1.130981445,0.582,0.258,-4.184,1,1,1,1,100,1,1,1
23,2,3,500,0.397491455,11.1517334,0.217437744,3.048019409,1.01,0.048,-2.629,1,1,1,1,100,1,1,1
24,2,1,200,0.125427246,3.823242188,0.127258301,1.600112915,0.711,0.116,-2.564,1,1,1,1,100,1,1,1
25,2,1,500,0.807037354,19.30870056,0.341796875,4.034042358,0.428,2.134,-6.15,1,1,1,1,100,1,1,1
26,2,1,500,0.231628418,8.206481934,0.284881592,3.180160522,0.256,1.989,-6.985,1,1,1,1,100,1,1,1
27,2,1,200,0.213623047,6.711883545,0.078735352,1.028671265,0.316,2.191,-6.991,1,1,1,1,100,1,1,1
28,2,4,200,0.588684082,14.88555908,0.073547363,1.511688232,0.07,2.409,-6.812,1,1,1,1,100,1,1,1
29,2,3,200,0.168304443,6.0962677,0.040283203,0.767669678,0.239,2.388,-6.934,1,1,1,1,100,1,1,1
30,2,4,200,0.16708374,4.342956543,0.084533691,1.454391479,0.122,2.195,-7.163,1,1,1,1,100,1,1,1
31,2,3,500,0.683746338,17.85949707,0.417480469,4.289703369,0.126,1.99,-7.073,0,1,1,0,100,1,1,1
32,2,4,200,1.301116943,24.26475525,0.27130127,3.394775391,0.221,1.945,-7.068,1,1,1,0,100,1,1,0
33,2,4,200,0.359954834,8.125228882,0.057830811,1.025085449,0.363,1.83,-7.261,1,1,1,1,100,1,1,1
34,2,3,500,0.349578857,8.710708618,0.189361572,2.382583618,0.271,1.98,-7.244,1,1,1,1,100,1,1,1
35,2,1,200,0.337219238,7.386627197,0.060424805,1.100387573,0.346,2.007,-7.47,1,1,1,1,100,1,1,1
36,2,1,500,0.836029053,17.89665222,0.196533203,2.909469604,0.256,2.456,-7.773,1,1,1,1,100,1,1,1
37,2,1,500,0.824584961,22.2240448,0.276184082,3.04107666,0.437,2.124,-7.308,1,1,1,0,100,1,1,0
38,2,3,500,0.507507324,11.83807373,0.280151367,2.725524902,0.158,2.248,-7.207,1,1,1,1,100,1,1,1
39,2,3,200,0.738677979,12.90374756,0.188446045,2.343444824,0.61,2.104,-7.166,1,1,1,1,100,1,1,1
40,2,3,500,0.449371338,9.452285767,0.118560791,1.390686035,0.266,2.647,-7.334,1,1,1,1,100,1,1,1
41,2,4,500,0.162200928,4.119186401,0.154418945,2.457962036,0.343,2.353,-7.385,1,1,1,1,100,1,1,1
42,2,4,500,0.558319092,10.70983887,0.298919678,3.61579895,0.577,2.012,-7.192,1,1,1,1,100,1,1,1
43,2,4,500,0.116271973,4.474868774,0.046234131,1.031799316,0.556,2.196,-6.921,1,1,1,1,100,1,1,1
44,2,4,500,0.53604126,13.73649597,0.211334229,3.006820679,0.434,2.453,-7.019,1,1,1,1,100,1,1,1
45,2,4,500,0.305786133,6.668777466,0.12298584,1.812896729,0.429,2.588,-6.936,1,1,1,1,100,1,1,1
46,2,1,200,0.214080811,5.155715942,0.229187012,2.71774292,0.502,2.501,-7.114,1,1,1,1,100,1,1,1
47,2,1,200,0.182189941,5.724487305,0.172119141,1.907043457,0.683,2.384,-7.142,1,1,1,1,100,1,1,1
48,2,4,500,0.407714844,8.247909546,0.124511719,1.828613281,0.617,2.445,-6.803,1,1,1,1,100,1,1,1
49,2,1,200,0.651855469,12.94700623,0.240020752,3.294372559,0.27,2.587,-6.925,1,1,1,1,100,1,1,1
50,2,1,500,0.700073242,16.17675781,0.394287109,4.180526733,0.288,1.118,-6.242,1,1,1,1,100,1,1,1
51,2,3,500,0.382843018,7.081604004,0.207214355,2.160568237,0.575,1.541,-5.915,1,1,1,1,100,1,1,1
52,2,4,200,0.213012695,5.420303345,0.096282959,1.629104614,0.343,1.499,-5.943,1,1,1,1,100,1,1,1
53,2,4,500,0.053863525,2.949142456,0.040435791,0.95375061,0.457,1.501,-2.181,1,1,1,1,100,1,1,1
54,2,4,500,0.320739746,6.963806152,0.107116699,2.155151367,0.768,1.309,-2.858,1,1,1,1,100,1,1,1
55,2,3,200,0.172424316,4.970016479,0.12512207,1.587600708,0.596,0.669,-2.467,1,1,1,1,100,1,1,1
56,2,3,200,0.143127441,4.634933472,0.098419189,1.394271851,0.134,0.961,-2.804,1,1,1,1,100,1,1,1
57,2,1,500,0.315246582,8.222579956,0.166778564,2.438659668,0.207,1.191,-3.492,1,1,1,1,100,1,1,1
58,2,1,200,0.644683838,14.01008606,0.322723389,4.704284668,0.379,1.115,-3.64,1,1,1,1,100,1,1,1
59,2,1,500,0.342254639,9.165802002,0.357055664,3.890075684,0.066,1.353,-3.56,1,1,1,1,100,1,1,1
60,2,4,200,0.310211182,7.165908813,0.125427246,1.412277222,0.212,1.769,-3.535,1,1,1,1,100,1,1,1
61,2,1,500,0.073699951,3.2371521,0.048675537,1.178665161,0.071,1.603,-3.809,0,1,1,0,100,1,1,1
62,2,3,500,0.327453613,8.422088623,0.070800781,1.79977417,0.122,1.718,-3.857,1,1,1,1,100,1,1,1
63,2,4,200,0.098876953,3.667373657,0.038909912,0.973815918,0.149,1.751,-4.445,1,1,1,1,100,1,1,1
64,2,4,200,0.15914917,5.545883179,0.124206543,1.821975708,0.055,1.747,-4.57,1,1,1,1,100,1,1,1
65,2,1,500,0.429534912,10.82038879,0.178222656,2.028884888,0.062,1.847,-4.984,1,1,1,1,100,1,1,1
66,2,1,500,0.364074707,6.965255737,0.147247314,1.981201172,0.208,1.805,-4.656,1,1,1,1,100,1,1,1
67,2,1,500,0.08972168,3.350448608,0.041351318,1.136245728,0.146,1.811,-4.829,1,1,1,1,100,1,1,1
68,2,4,500,0.47958374,10.63957214,0.164489746,2.146759033,0.408,1.627,-5.107,1,1,1,1,100,1,1,1
69,2,4,200,0.123138428,3.743972778,0.124206543,1.167602539,0.471,1.993,-5.349,1,1,1,1,100,1,1,1
70,2,3,200,0.164489746,4.623565674,0.068054199,1.330566406,0.38,2.01,-5.772,1,1,1,1,100,1,1,1
71,2,4,200,0.30670166,6.96723938,0.045318604,1.227340698,0.437,1.926,-5.804,1,1,1,1,100,1,1,1
72,2,4,500,0.700378418,15.77682495,0.18081665,1.862640381,0.449,1.708,-5.863,1,1,1,1,100,1,1,1
73,2,3,200,0.354919434,10.19355774,0.429840088,4.833831787,0.318,1.301,-3.52,1,1,1,1,100,1,1,1
74,2,4,200,0.400848389,9.211196899,0.191802979,2.26020813,0.398,1.408,-2.114,1,1,1,1,100,1,1,1
75,2,4,500,0.505065918,14.88548279,0.51864624,6.348419189,0.427,0.679,1.393,1,1,1,1,100,1,1,1
76,2,4,500,0.319061279,7.738494873,0.291748047,4.195556641,0.119,1.015,1.569,1,1,1,1,100,1,1,1
77,2,1,500,0.328674316,8.597640991,0.274047852,4.366607666,0.204,0.675,1.901,1,1,1,1,100,1,1,1
78,2,3,200,0.52154541,15.64788818,0.107269287,1.113739014,0.452,0.818,1.427,1,1,1,1,100,1,1,1
79,2,1,200,0.112457275,4.048614502,0.059051514,1.204452515,0.284,0.871,1.138,1,1,1,1,100,1,1,1
80,2,3,200,0.093078613,3.561553955,0.045928955,0.995330811,0.625,0.151,0.655,1,1,1,1,100,1,1,1
81,2,4,500,0.146484375,4.494552612,0.049285889,1.250305176,0.341,1.321,0.285,1,1,1,1,100,1,1,1
82,2,1,200,0.290527344,7.899017334,0.053100586,0.855865479,0.168,1.098,0.305,1,1,1,1,100,1,1,1
83,2,1,200,0.149688721,4.764175415,0.176544189,2.374649048,0.119,1.052,0.643,1,1,1,1,100,1,1,1
84,2,3,200,0.64453125,17.14004517,0.07019043,1.520996094,0.43,0.793,0.359,1,1,1,1,100,1,1,1
85,2,3,200,0.203704834,6.480407715,0.040435791,1.011428833,0.179,1.298,-0.101,1,1,1,1,100,1,1,1
86,2,4,200,0.572662354,14.20379639,0.205230713,2.58895874,0.191,1.497,-0.197,1,1,1,1,100,1,1,1
87,2,1,500,0.498657227,8.765640259,0.064697266,1.316299438,0.44,1.228,-0.557,1,1,1,1,100,1,1,1
88,2,1,200,0.194396973,5.556945801,0.081481934,1.297302246,0.442,1.284,-0.296,1,1,1,1,100,1,1,1
89,2,1,200,0.653381348,12.8603363,0.224609375,3.325653076,0.38,1.605,-0.688,1,1,1,1,100,1,1,1
90,2,4,200,0.386199951,8.553695679,0.26550293,3.414306641,0.272,1.596,-0.962,1,1,1,1,100,1,1,1
91,2,4,500,0.150756836,4.703598022,0.041503906,1.055221558,0.458,1.425,-0.973,0,1,1,0,100,1,1,1
92,2,1,500,0.208892822,4.450454712,0.081329346,1.518936157,0.81,1.344,-1.244,1,1,1,1,100,1,1,1
93,2,3,200,0.481872559,11.39122009,0.386657715,4.943008423,0.816,2.492,-1.674,1,1,1,1,100,1,1,1
94,2,3,500,0.235748291,7.133712769,0.182952881,2.255630493,0.819,2.554,-1.657,1,1,1,1,100,1,1,1
95,2,1,500,0.39352417,9.525985718,0.247192383,2.885131836,0.561,2.565,-2.186,1,1,1,1,100,1,1,1
96,2,4,200,0.150299072,5.745773315,0.043640137,0.957336426,0.576,2.714,-2.1,1,1,1,1,100,1,1,1
97,2,4,200,0.666503906,15.94268799,0.297241211,3.571853638,0.542,2.707,-2.033,1,1,1,1,100,1,1,1
98,2,3,200,0.114593506,4.011993408,0.047454834,0.898590088,0.75,2.064,-2.114,1,1,1,1,100,1,1,1
99,2,1,200,0.26184082,5.876998901,0.148773193,1.695632935,0.372,1.465,-1.572,1,1,1,1,100,1,1,1
100,2,3,200,0.447235107,9.922943115,0.350952148,4.422149658,0.445,2.264,-2.179,1,1,1,1,100,1,1,1
101,2,4,200,0.306396484,8.7940979,0.143585205,1.642456055,0.907,1.387,-1.397,1,1,1,1,100,1,1,1
102,2,4,200,0.268707275,7.920150757,0.249023438,2.866973877,0.333,1.681,-0.694,1,1,1,1,100,1,1,1
103,2,4,200,0.193023682,6.200256348,0.151519775,1.63444519,0.659,1.545,-0.788,1,1,1,1,100,1,1,1
104,2,1,200,0.115203857,3.238983154,0.045013428,0.927963257,0.334,1.256,-0.705,1,1,1,1,100,1,1,1
105,2,3,500,0.379943848,10.74798584,0.104675293,1.216506958,0.356,1.534,-0.736,1,1,1,1,100,1,1,1
106,2,3,200,0.28427124,6.200942993,0.173187256,2.253570557,0.531,1.282,-0.591,1,1,1,1,100,1,1,1
107,2,4,500,0.054779053,2.988967896,0.053253174,0.991439819,0.418,1.29,-0.952,1,1,1,1,100,1,1,1
108,2,3,200,0.293121338,7.029418945,0.111846924,1.335830688,0.47,1.448,-0.88,1,1,1,1,100,1,1,1
109,2,3,200,0.089416504,3.615570068,0.094146729,1.115341187,0.469,1.53,-0.883,1,1,1,1,100,1,1,1
110,2,1,200,0.234222412,5.530853271,0.110778809,1.502075195,0.413,1.395,-0.885,1,1,1,1,100,1,1,1
111,2,1,200,0.271911621,6.206665039,0.250549316,2.96585083,0.34,1.479,-0.646,1,1,1,1,100,1,1,1
112,2,4,500,0.3175354,8.471450806,0.183868408,1.994018555,0.244,1.4,-0.648,1,1,1,1,100,1,1,1
113,2,4,500,0.072174072,3.409194946,0.045166016,1.078720093,0.215,1.429,-0.883,1,1,1,1,100,1,1,1
114,2,4,500,0.46585083,13.57185364,0.174407959,2.579345703,0.405,1.275,-0.86,1,1,1,1,100,1,1,1
115,2,1,500,0.209655762,6.212615967,0.057067871,1.28036499,0.39,1.325,-0.708,1,1,1,1,100,1,1,1
116,2,3,500,0.182037354,5.355300903,0.131988525,1.625289917,0.209,1.506,-0.017,1,1,1,1,100,1,1,1
117,2,4,500,0.486602783,11.34658813,0.090179443,1.53755188,0.456,1.137,0.111,1,1,1,1,100,1,1,1
118,2,4,200,0.18157959,4.919662476,0.111541748,2.048110962,0.512,0.95,0.223,1,1,1,1,100,1,1,1
119,2,1,500,0.102081299,3.732757568,0.052337646,1.177139282,0.625,0.701,0.34,1,1,1,1,100,1,1,1
120,2,1,500,0.283355713,8.391036987,0.069732666,1.241073608,0.62,0.89,0.62,1,1,1,1,100,1,1,1
121,2,1,200,0.172729492,3.893814087,0.055389404,1.182479858,0.461,1.231,0.775,0,1,1,0,100,1,1,1
122,2,1,500,0.097198486,3.686523438,0.039672852,1.026306152,0.415,1.292,0.721,1,1,1,1,100,1,1,1
123,2,1,200,0.233154297,6.616821289,0.068511963,1.730651855,0.562,1.127,0.791,1,1,1,1,100,1,1,1
124,2,3,500,0.086669922,3.296508789,0.108947754,1.371002197,0.49,1.175,0.87,1,1,1,1,100,1,1,1
125,2,3,200,0.918121338,24.83726501,0.495452881,6.009063721,0.34,1.684,0.471,1,1,1,0,100,1,1,0
126,2,4,200,0.639190674,16.86515808,0.400848389,5.612716675,0.434,2.549,0.647,1,1,1,1,100,1,1,1
127,2,3,200,0.369415283,10.55519104,0.171356201,2.412719727,0.158,2.491,0.54,1,1,1,1,100,1,1,1
128,2,1,200,0.093841553,3.166046143,0.110015869,1.155853271,0.144,2.271,0.505,1,1,1,1,100,1,1,1
129,2,1,200,0.28137207,9.058227539,0.131988525,1.417160034,0.221,2.447,0.54,1,1,1,1,100,1,1,1
130,2,4,500,0.250854492,7.765045166,0.075531006,1.328048706,0.371,2.363,0.528,1,1,1,1,100,1,1,1
131,2,1,500,0.325164795,7.579269409,0.374603271,5.002441406,0.244,2.511,0.483,1,1,1,1,100,1,1,1
132,2,1,500,0.467987061,8.83605957,0.038146973,0.953826904,0.224,2.312,0.29,1,1,1,1,100,1,1,1
133,2,3,200,0.160827637,4.35585022,0.061645508,1.292953491,0.226,2.368,0.144,1,1,1,1,100,1,1,1
134,2,4,500,0.096893311,3.357696533,0.064697266,1.139755249,0.139,2.638,-0.141,1,1,1,1,100,1,1,1
135,2,3,500,0.462341309,13.98048401,0.171203613,1.819915771,0.197,2.507,-0.299,1,1,1,1,100,1,1,1
136,2,4,200,0.249633789,7.43850708,0.070648193,1.210098267,0.304,2.293,-0.415,1,1,1,1,100,1,1,1
137,2,3,200,0.32623291,9.221801758,0.165710449,2.03086853,0.298,2.189,-0.42,1,1,1,1,100,1,1,1
138,2,1,500,0.55267334,16.30744934,0.248413086,3.600463867,0.402,1.966,-0.547,1,1,1,1,100,1,1,1
139,2,4,200,0.179290771,5.779037476,0.09262085,1.443481445,0.448,2.031,-0.514,1,1,1,1,100,1,1,1
140,2,4,500,0.234832764,5.769348145,0.084228516,1.596221924,0.534,1.798,-0.66,1,1,1,1,100,1,1,1
141,2,1,200,0.195159912,6.490478516,0.038299561,1.122665405,0.294,2.221,-0.778,1,1,1,1,100,1,1,1
142,2,4,200,0.297546387,6.264953613,0.130310059,1.638870239,0.576,2.024,-1.027,1,1,1,1,100,1,1,1
143,2,3,500,0.209350586,6.495742798,0.088806152,1.29699707,0.343,2.207,-1.337,1,1,1,1,100,1,1,1
144,2,3,200,0.199584961,5.185775757,0.060577393,1.322860718,0.316,2.152,-1.147,1,1,1,1,100,1,1,1
145,2,3,200,0.247344971,6.987991333,0.104064941,1.949615479,0.549,1.917,-1.153,1,1,1,1,100,1,1,1
146,2,1,500,0.399475098,9.21333313,0.15914917,1.460189819,0.552,2.082,-0.951,1,1,1,1,100,1,1,1
147,2,3,500,0.158996582,4.365997314,0.094299316,1.546020508,0.616,1.915,-0.664,1,1,1,1,100,1,1,1
148,2,1,200,0.376434326,10.779953,0.110473633,1.925964355,0.675,2.336,-1.154,1,1,1,1,100,1,1,1
149,2,3,500,0.371246338,6.058654785,0.092010498,1.376724243,0.509,1.359,-0.504,1,1,1,1,100,1,1,1
150,2,3,500,0.540161133,11.4679718,0.101470947,1.428909302,0.453,2.434,0.088,1,1,1,1,100,1,1,1
151,2,3,500,0.37689209,7.627716064,0.249633789,2.833251953,0.493,1.961,0.03,0,1,1,0,100,1,1,1
152,2,1,500,0.05859375,2.890167236,0.050506592,1.250534058,0.333,2.739,0.124,1,1,1,1,100,1,1,1
153,2,3,200,0.111236572,4.004211426,0.071105957,0.799407959,0.36,2.018,0.727,1,1,1,1,100,1,1,1
154,2,4,200,0.130462646,3.799438477,0.040283203,1.021957397,0.24,2.153,1,1,1,1,1,100,1,1,1
155,2,1,200,0.076751709,3.212432861,0.098266602,1.591415405,0.32,2.118,0.637,1,1,1,1,100,1,1,1
156,2,1,500,0.356445313,7.983551025,0.059661865,1.115493774,0.493,1.626,0.824,1,1,1,1,100,1,1,1
157,2,3,500,0.573883057,12.34733582,0.346984863,2.949371338,0.461,1.549,0.831,1,1,1,1,100,1,1,1
158,2,4,200,0.296630859,7.82699585,0.096740723,1.486740112,0.461,1.362,0.536,1,1,1,1,100,1,1,1
159,2,3,500,0.149536133,3.827438354,0.07522583,1.2525177,0.259,1.793,0.524,1,1,1,1,100,1,1,1
160,2,1,500,0.162658691,4.423370361,0.140686035,1.866531372,0.238,1.803,0.53,1,1,1,1,100,1,1,1
161,2,1,500,0.154266357,4.726104736,0.045318604,1.242675781,0.089,2.177,0.843,1,1,1,1,100,1,1,1
162,2,3,200,0.729980469,11.39915466,0.128173828,1.707687378,0.093,2.347,0.968,1,1,1,1,100,1,1,1
163,2,1,200,0.08605957,3.569107056,0.050354004,0.885314941,0.114,2.272,0.966,1,1,1,1,100,1,1,1
164,2,3,200,0.345611572,8.288116455,0.093231201,1.103057861,0.087,2.139,0.949,1,1,1,1,100,1,1,1
165,2,1,200,0.227661133,5.390090942,0.06362915,1.484603882,0.179,2.152,0.72,1,1,1,1,100,1,1,1
166,2,1,200,0.24230957,5.401000977,0.136108398,1.71081543,0.378,1.813,0.823,1,1,1,1,100,1,1,1
167,2,4,200,0.71105957,17.51403809,0.439453125,5.521621704,0.238,2.045,0.871,1,1,1,1,100,1,1,1
168,2,3,500,0.103759766,3.935317993,0.073242188,1.483612061,0.309,1.828,0.978,1,1,1,1,100,1,1,1
169,2,4,500,0.145721436,4.897460938,0.065460205,1.415634155,0.258,2.096,0.856,1,1,1,1,100,1,1,1
170,2,1,500,0.054626465,3.015518188,0.049591064,1.212615967,0.194,1.802,0.6,1,1,1,1,100,1,1,1
171,2,4,500,0.125732422,3.999252319,0.040283203,1.06590271,0.23,1.654,0.571,1,1,1,1,100,1,1,1
172,2,1,200,0.140228271,4.104232788,0.065917969,1.356506348,0.356,1.508,0.784,1,1,1,1,100,1,1,1
173,2,1,500,0.292663574,5.585021973,0.137329102,1.554107666,0.538,1.645,0.98,1,1,1,1,100,1,1,1
174,2,3,200,0.341796875,9.629898071,0.196838379,2.556762695,0.254,2.033,1.121,1,1,1,1,100,1,1,1
175,2,4,500,0.316009521,8.336410522,0.312957764,3.263473511,0.264,1.342,-3.167,1,1,1,1,100,1,1,1
176,2,4,200,0.588226318,13.10958862,0.113220215,1.860351563,0.432,1.031,-2.622,1,1,1,1,100,1,1,1
177,2,4,500,0.243377686,6.846389771,0.135803223,1.947555542,0.244,0.853,-2.31,1,1,1,1,100,1,1,1
178,2,4,200,0.188446045,5.811767578,0.07019043,1.432113647,0.54,1.348,-0.163,1,1,1,1,100,1,1,1
179,2,1,500,0.151824951,4.655761719,0.055541992,1.26739502,0.109,0.902,-0.885,1,1,1,1,100,1,1,1
180,2,4,200,0.111694336,3.56300354,0.058441162,1.280899048,0.505,1.054,-0.825,1,1,1,1,100,1,1,1
181,2,3,500,0.229644775,6.176071167,0.072479248,1.192550659,0.357,1.577,-0.872,0,1,1,0,100,1,1,1
182,2,4,200,0.268096924,6.473617554,0.063171387,0.790557861,0.932,1.522,0.179,1,1,1,1,100,1,1,1
183,2,1,500,0.236206055,7.56149292,0.069274902,1.880569458,0.141,0.609,-0.102,1,1,1,1,100,1,1,1
184,2,3,500,0.226135254,5.659790039,0.074310303,0.768890381,0.243,0.87,0.239,1,1,1,1,100,1,1,1
185,2,3,200,0.939941406,20.94291687,0.579376221,5.16746521,0.143,0.982,0.384,1,1,1,0,100,1,1,0
186,2,1,200,0.258026123,6.601104736,0.089874268,1.357269287,0.195,0.937,0.457,1,1,1,1,100,1,1,1
187,2,3,200,0.174560547,4.881744385,0.148162842,2.193527222,0.5,0.867,0.475,1,1,1,1,100,1,1,1
188,2,4,500,0.154724121,4.997253418,0.129852295,1.897583008,0.368,0.967,0.404,1,1,1,1,100,1,1,1
189,2,1,500,0.244445801,5.692062378,0.060119629,0.984573364,0.431,1.054,0.159,1,1,1,1,100,1,1,1
190,2,3,200,0.588684082,10.55686951,0.146789551,1.876296997,0.417,1.271,0.386,1,1,1,1,100,1,1,1
191,2,3,500,0.096893311,3.623962402,0.056762695,1.337280273,0.446,0.998,0.182,1,1,1,1,100,1,1,1
192,2,3,200,0.258636475,8.063964844,0.189971924,2.188110352,0.573,0.757,0.256,1,1,1,1,100,1,1,1
193,2,4,500,0.105895996,3.533630371,0.056304932,1.123046875,0.238,1.332,0.179,1,1,1,1,100,1,1,1
194,2,3,500,0.269317627,6.869430542,0.059509277,1.493148804,0.866,1.019,0.329,1,1,1,1,100,1,1,1
195,2,3,500,0.103302002,3.86756897,0.090789795,1.597290039,0.611,0.708,-0.238,1,1,1,1,100,1,1,1
196,2,1,200,0.361938477,7.772598267,0.107421875,1.613922119,0.209,1.145,-0.165,1,1,1,1,100,1,1,1
197,2,4,500,0.188140869,5.726394653,0.082702637,1.129837036,0.242,0.97,-0.569,1,1,1,1,100,1,1,1
198,2,1,500,0.230407715,5.38772583,0.043945313,1.137542725,0.339,0.952,-0.797,1,1,1,1,100,1,1,1
199,2,3,500,0.119934082,4.018249512,0.081787109,0.935440063,0.404,0.696,-0.685,1,1,1,1,100,1,1,1
200,2,4,500,0.25390625,6.328353882,0.06362915,0.895080566,0.229,1.715,0.289,1,1,1,1,100,1,1,1
201,2,4,500,0.256347656,5.329208374,0.065155029,1.571273804,0.249,1.304,0.215,1,1,1,1,100,1,1,1
202,2,4,200,0.320129395,8.053817749,0.146179199,1.899185181,0.266,1.753,0.286,1,1,1,1,100,1,1,1
203,2,1,200,0.165863037,5.175857544,0.152587891,1.835250854,0.341,1.58,0.476,1,1,1,1,100,1,1,1
204,2,1,200,0.2684021,6.027832031,0.103912354,2.344589233,0.123,1.735,0.631,1,1,1,1,100,1,1,1
205,2,1,200,0.12588501,3.774719238,0.045623779,1.087265015,0.719,1.539,0.958,1,1,1,1,100,1,1,1
